"card_name","issuer","card_type","annual_fee","annual_fee_year_1","annual_fee_year_2_plus","reward_model","rewards_type","card_family","cashback_rate_display","cashback_rate_effective","signup_bonus","signup_bonus_type","estimated_bonus_value_usd","minimum_spend_amount","bonus_to_spend_ratio","spend_time_frame","intro_apr_purchase","foreign_tx_fee","best_for","why_this_card_exiss","pros","cons","application_link","ftf","lounge","ge_tsa_precheck","special_feature_1","special_feature_2","gas_rate","grocery_rate","restaurant_rate","travel_airline_rate","travel_hotel_rate","travel_portal_rate","other_rate","rotating_categories","transfer_partners","credit_score_quantity","credit_score_quality"
"Discover it Student Cash Back","Discover","student","0.0","0.0","0.0","cashback","Cash","Discover it","5 / 1","1.5","","","","","","","0% for 6 months","Yes","Students who want rotating 5% categories plus first-year Cashback Match","Student version of Discover it Cash Back with 5% rotating categories (activation required) and first-year Cashback Match, with no annual fee and no credit score required to apply","• 5% rotating categories (activation) ✓ • Cashback Match (first year) ✓ • No annual fee ✓","• Foreign transaction fee 🌍 • Quarterly activation required • Category cap applies","https://www.discover.com/credit-cards/student-credit-card/it-card.html","3%","","","Cashback Match (first year, no minimum)","No credit score required to apply","1.0","1.0","1.0","1.0","1.0","1.0","1.0","yes","","600","ok"
"Discover it Secured","Discover","secured","0.0","0.0","0.0","secured","Cash","Discover it","2 / 1","1.33","","","","$200 deposit","","","","Yes","Building or rebuilding credit with a secured card that still earns cash back","Secured card that earns rewards: 2% at gas stations and restaurants (up to $1,000 per quarter) and 1% on all other purchases, plus first-year Cashback Match and a path to upgrade with deposit return","• Earn rewards on a secured card ✓ • Cashback Match (first year) ✓ • Deposit refund path ✓","• Foreign transaction fee 🌍 • Requires refundable deposit • Quarterly cap on 2% category","https://www.discover.com/credit-cards/secured-credit-card/","3%","","","Refundable deposit (min $200)","Automatic monthly reviews starting month 7","2.0","1.0","2.0","1.0","1.0","1.0","1.0","no","","580","poor"
"Discover it Student Chrome","Discover","student","0.0","0.0","0.0","cashback","Cash","Discover it","2 / 1","1.33","","","","","","","0% for 6 months","Yes","Students who want automatic gas and restaurant bonuses plus first-year Cashback Match","Student Chrome earns 2% cash back at gas stations and restaurants (up to $1,000 combined per quarter) and 1% on all other purchases, plus first-year Cashback Match and no annual fee","• 2% gas and restaurants (cap) ✓ • Cashback Match (first year) ✓ • No annual fee ✓","• Foreign transaction fee 🌍 • Quarterly cap on 2% • Only 1% outside bonus categories","https://www.discover.com/credit-cards/student-credit-card/chrome-card.html","3%","","","Cashback Match (first year, no minimum)","No credit score required to apply","2.0","1.0","2.0","1.0","1.0","1.0","1.0","no","","600","ok"
"Discover it Cash Back","Discover","personal","0.0","0.0","0.0","cashback","Cash","Discover it","5 / 1","1.5","","","","","","","0% for 15 months","Yes","Maximizing rotating 5% categories with first-year Cashback Match","Rotating 5% categories (activation required) plus automatic first-year Cashback Match with no purchase minimums, and $0 annual fee","• 5% rotating categories (activation) ✓ • Cashback Match (first year) ✓ • No annual fee ✓","• Foreign transaction fee 🌍 • Quarterly activation required • Category cap applies","https://www.discover.com/credit-cards/cash-back/it-card.html","3%","","","Cashback Match (first year, no minimum)","0% intro APR 15 months purchases and balance transfers","1.0","1.0","1.0","1.0","1.0","1.0","1.0","yes","","690","good"
"Discover it Miles","Discover","personal","0.0","0.0","0.0","travel","Miles","Discover it","1.5","1.5","","","","","","","0% for 15 months","Yes","Simple 1.5x miles on everything with first-year Discover Match","Unlimited 1.5x Miles on all purchases plus automatic first-year Discover Match (no minimum spending), and redemptions can be travel statement credits or cash","• Unlimited 1.5x miles ✓ • Discover Match (first year) ✓ • No annual fee ✓","• Foreign transaction fee 🌍 • Not transferable to airline partners • Value depends on redemption","https://www.discover.com/credit-cards/travel/","3%","","","Discover Match (first year, no minimum)","Redeem as travel statement credit or cash","1.5","1.5","1.5","1.5","1.5","1.5","1.5","no","","690","good"
"Discover it Chrome","Discover","personal","0.0","0.0","0.0","cashback","Cash","Discover it","2 / 1","1.33","","","","","","","0% for 15 months","Yes","Gas and restaurant spenders who want automatic bonuses and first-year Cashback Match","Automatically earns 2% at gas stations and restaurants on up to $1,000 combined per quarter plus 1% elsewhere, with automatic first-year Cashback Match and $0 annual fee","• 2% gas and restaurants (cap) ✓ • Cashback Match (first year) ✓ • No annual fee ✓","• Foreign transaction fee 🌍 • Quarterly cap on 2% • Only 1% outside bonus categories","https://www.discover.com/credit-cards/cash-back/chrome.html","3%","","","Cashback Match (first year, no minimum)","2% gas and restaurants up to $1,000 per quarter","2.0","1.0","2.0","1.0","1.0","1.0","1.0","no","","690","good"
"Ink Business Cash Credit Card","Chase","business","0.0","0.0","0.0","cashback","Ultimate Rewards (UR)","Ink ","5 / 2 / 1","2.0","750","dollars","750.0","$6,000","0.125","3.0","0% for 12 months","Yes","Businesses with heavy office supply internet cable and phone spend","No-fee business card with 5% on key business categories and Ultimate Rewards flexibility","• 5% office supplies, internet, phone ✓ • 2% gas, dining ✓ • No annual fee ✓ • UR flexibility ✓","• 5% capped at $25k/yr • Foreign transaction fee 🌍 • 2% capped at $25k/yr","https://creditcards.chase.com/business-credit-cards/ink/cash","3%","","","Employee cards free","Auto rental insurance","2.0","1.0","2.0","1.0","1.0","1.0","1.0","no","United;Southwest;JetBlue;Air Canada;British Airways;Iberia;Aer Lingus;Virgin Atlantic;Flying Blue;Emirates;Singapore;Hyatt;Marriott;IHG","700","good"
"Ink Business Unlimited Credit Card","Chase","business","0.0","0.0","0.0","cashback","Ultimate Rewards (UR)","Ink ","1.5","1.5","750","dollars","750.0","$6,000","0.125","3.0","0% for 12 months","Yes","Businesses wanting flat-rate unlimited cash back with UR flexibility","Flat-rate business card with strong welcome bonus and no annual fee","• 1.5% unlimited on everything ✓ • $750 bonus ✓ • No annual fee ✓ • Pairs with Ink Preferred ✓","• Foreign transaction fee 🌍 • No bonus categories • Needs Sapphire/Ink Preferred for transfers","https://creditcards.chase.com/business-credit-cards/ink/unlimited","3%","","","Employee cards free","Auto rental insurance","1.5","1.5","1.5","1.5","1.5","1.5","1.5","no","United;Southwest;JetBlue;Air Canada;British Airways;Iberia;Aer Lingus;Virgin Atlantic;Flying Blue;Emirates;Singapore;Hyatt;Marriott;IHG","700","good"
"Capital One Savor Cash Rewards","Capital One","personal","95.0","95.0","95.0","cashback","Cash","Savor","4 / 4 / 3 / 1","2.5","300.0","dollars","300.0","$3,000","0.1","3.0","","No","Dining entertainment and grocery heavy spenders who want premium cash back","Highest flat-rate cash back on dining and entertainment among non-annual-fee-waived cards","• 4% dining and entertainment ✓ • 3% grocery ✓ • 3% streaming ✓ • No FTF ✓","• $95 annual fee 💰 • 1% on non-category • No transfer partners","https://www.capitalone.com/credit-cards/savor-dining-rewards/","0%","","","Capital One Entertainment access","Complimentary DoorDash DashPass","1.0","3.0","4.0","1.0","1.0","1.0","1.0","no","","700","good"
"Bilt Mastercard","Bilt","personal","0.0","0.0","0.0","points","Bilt Points","Bilt","3 / 2 / 1","1.5","0","points","0","$0","0","0","","No","Renters who want to earn points on rent with premium transfer partners","Only credit card that earns points on rent payments with no fees and strong transfer partners","• 1x rent (no fee) ✓ • 3x dining ✓ • 2x travel ✓ • Premium transfer partners ✓ • No annual fee ✓","• Must make 5 transactions/mo to earn points • No traditional signup bonus • Rent cap 100k pts/yr","https://www.biltrewards.com/card","0%","","","1x on rent up to 100k pts/yr","Bilt Dining; Lyft status","1.0","2.0","3.0","2.0","2.0","1.0","1.0","no","American Airlines;United;Air Canada;Air France/KLM;Turkish;Emirates;Cathay Pacific;Virgin Atlantic;Hyatt;IHG;Marriott","700","good"
"US Bank Altitude Reserve","US Bank","personal","400.0","400.0","400.0","points","Altitude Points","Altitude","3 / 1","2.0","50000","points","750.0","$4,500","0.1667","3.0","","No","Mobile wallet power users who want 3x on all tap-to-pay purchases","Only premium card offering 3x points on all mobile wallet purchases regardless of category","• 3× mobile wallet everywhere ✓ • $325 annual travel credit ✓ • Priority Pass ✓ • Real-time rewards ✓","• $400 annual fee 💰 • US Bank relationship preferred • Fewer transfer partners","https://www.usbank.com/credit-cards/altitude-reserve-visa-infinite-credit-card.html","0%","Priority Pass","Yes ($100/4yr)","$325 annual travel credit","3x on all Apple Pay / Google Pay","3.0","3.0","3.0","3.0","3.0","1.0","1.0","no","Air Canada;Avianca;British Airways;Emirates;Finnair;GHA Discovery;Singapore","740","great"
